#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
189918	854381	855269	34601	35407	YOR206W	YMR229C	NOC2	RRP5	-	L000003232	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39744	-	NP_014849	Q05022	-	NP_013956	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189919	854381	850549	34601	31147	YOR206W	YFL002C	NOC2	SPB4	-	L000001991	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39744	-	NP_014849	P25808	-	NP_116654	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189920	854381	854446	34601	34661	YOR206W	YOR272W	NOC2	YTM1	-	CST14|L000003547|L000002998|S000029121	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P39744	-	NP_014849	Q12024	-	NP_014915	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189921	854446	856449	34661	36484	YOR272W	YHR052W	YTM1	CIC1	CST14|L000003547|L000002998|S000029121	NSA3	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	P38779	-	NP_011919	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189922	854446	851530	34661	32025	YOR272W	YDL031W	YTM1	DBP10	CST14|L000003547|L000002998|S000029121	L000004557	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	Q12389	-	NP_010253	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189923	854446	855335	34661	35470	YOR272W	YMR290C	YTM1	HAS1	CST14|L000003547|L000002998|S000029121	ATP-dependent RNA helicase HAS1|L000004179	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	Q03532	-	NP_014017	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189924	854446	853860	34661	34123	YOR272W	YKL009W	YTM1	MRT4	CST14|L000003547|L000002998|S000029121	L000004450	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	P33201	-	NP_012916	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189925	854446	855890	34661	35974	YOR272W	YPL211W	YTM1	NIP7	CST14|L000003547|L000002998|S000029121	L000004183	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	Q08962	-	NP_015113	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189926	854446	854381	34661	34601	YOR272W	YOR206W	YTM1	NOC2	CST14|L000003547|L000002998|S000029121	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	P39744	-	NP_014849	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189927	854446	850688	34661	31275	YOR272W	YLR002C	YTM1	NOC3	CST14|L000003547|L000002998|S000029121	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	Q07896	-	NP_013102	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189928	854446	852767	34661	33140	YOR272W	YGL111W	YTM1	NSA1	CST14|L000003547|L000002998|S000029121	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	P53136	-	NP_011404	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189929	854446	850625	34661	31219	YOR272W	YLL034C	YTM1	RIX7	CST14|L000003547|L000002998|S000029121	putative AAA family ATPase RIX7	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	Q07844	-	NP_013066	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189930	854446	856488	34661	36523	YOR272W	YHR088W	YTM1	RPF1	CST14|L000003547|L000002998|S000029121	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	P38805	-	NP_011956	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189931	854446	855972	34661	36050	YOR272W	YPL131W	YTM1	RPL5	CST14|L000003547|L000002998|S000029121	LPI14|RPL1|ribosomal 60S subunit protein L5|L18|YL3|L5|L1a|L000001699	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	P26321	-	NP_015194	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189932	854446	851660	34661	32143	YOR272W	YDR087C	YTM1	RRP1	CST14|L000003547|L000002998|S000029121	L000001774	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	P35178	-	NP_010372	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189933	854446	855269	34661	35407	YOR272W	YMR229C	YTM1	RRP5	CST14|L000003547|L000002998|S000029121	L000003232	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	Q05022	-	NP_013956	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189934	854446	850549	34661	31147	YOR272W	YFL002C	YTM1	SPB4	CST14|L000003547|L000002998|S000029121	L000001991	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12024	-	NP_014915	P25808	-	NP_116654	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189935	855890	854078	35974	34325	YPL211W	YOL077C	NIP7	BRX1	L000004183	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08962	-	NP_015113	Q08235	-	NP_014565	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189936	855890	855335	35974	35470	YPL211W	YMR290C	NIP7	HAS1	L000004183	ATP-dependent RNA helicase HAS1|L000004179	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08962	-	NP_015113	Q03532	-	NP_014017	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189937	855890	852767	35974	33140	YPL211W	YGL111W	NIP7	NSA1	L000004183	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08962	-	NP_015113	P53136	-	NP_011404	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189938	855890	856604	35974	36631	YPL211W	YHR197W	NIP7	RIX1	L000004183	IPI2	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08962	-	NP_015113	P38883	-	NP_012067	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189939	855890	850625	35974	31219	YPL211W	YLL034C	NIP7	RIX7	L000004183	putative AAA family ATPase RIX7	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08962	-	NP_015113	Q07844	-	NP_013066	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189940	855890	852191	35974	32617	YPL211W	YBL087C	NIP7	RPL23A	L000004183	ribosomal 60S subunit protein L23A|L14|YL32|L23A|L17aA|L000001716	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08962	-	NP_015113	P0CX41|P0CX42	-	NP_009466	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189941	855890	855972	35974	36050	YPL211W	YPL131W	NIP7	RPL5	L000004183	LPI14|RPL1|ribosomal 60S subunit protein L5|L18|YL3|L5|L1a|L000001699	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08962	-	NP_015113	P26321	-	NP_015194	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189942	855890	855903	35974	35986	YPL211W	YPL198W	NIP7	RPL7B	L000004183	ribosomal 60S subunit protein L7B|YL8|L7B|L6B|L30|rp11|L000003304	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08962	-	NP_015113	Q12213	-	NP_015126	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189943	852549	855158	32942	35305	YBR247C	YMR128W	ENP1	ECM16	MEG1|L000003200|L000001059	DHR1|L000003891	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	Q04217	-	NP_013847	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189944	852549	855591	32942	35695	YBR247C	YNL132W	ENP1	KRE33	MEG1|L000003200|L000001059	RRA1	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	P53914	-	NP_014267	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189945	852549	851548	32942	32040	YBR247C	YDL014W	ENP1	NOP1	MEG1|L000003200|L000001059	LOT3|rRNA methyltransferase NOP1|L000001260	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	P15646	-	NP_010270	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189946	852549	851407	32942	31913	YBR247C	YDL148C	ENP1	NOP14	MEG1|L000003200|L000001059	UTP2	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	Q99207	-	NP_010133	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189947	852549	854152	32942	34394	YBR247C	YOL010W	ENP1	RCL1	MEG1|L000003200|L000001059	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	Q08096	-	NP_014633	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189948	852549	854984	32942	35145	YBR247C	YML024W	ENP1	RPS17A	MEG1|L000003200|L000001059	RP51A|RPL51A|ribosomal 40S subunit protein S17A|S17e|S17A|L000001740|L000004479|L000001669	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	P02407	-	NP_013688	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189949	852549	853610	32942	33901	YBR247C	YJR145C	ENP1	RPS4A	MEG1|L000003200|L000001059	ribosomal 40S subunit protein S4A|S4e|rp5|YS6|S7A|S4A|L000001751	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	P0CX36|P0CX35	-	NP_012679	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189950	852549	856095	32942	36165	YBR247C	YPL012W	ENP1	RRP12	MEG1|L000003200|L000001059	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	Q12754	-	NP_015313	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189951	852549	852282	32942	32698	YBR247C	YBL004W	ENP1	UTP20	MEG1|L000003200|L000001059	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	P35194	-	NP_009551	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189952	852549	855884	32942	35968	YBR247C	YPL217C	ENP1	BMS1	MEG1|L000003200|L000001059	GTPase BMS1	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	Q08965	-	NP_015107	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189953	852549	853335	32942	33647	YBR247C	YJL109C	ENP1	UTP10	MEG1|L000003200|L000001059	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P38333	-	NP_009806	P42945	-	NP_012426	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189954	850298	855158	30927	35305	YCL059C	YMR128W	KRR1	ECM16	L000004098	DHR1|L000003891	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P25586	-	NP_009872	Q04217	-	NP_013847	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189955	850298	851407	30927	31913	YCL059C	YDL148C	KRR1	NOP14	L000004098	UTP2	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P25586	-	NP_009872	Q99207	-	NP_010133	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189956	851407	852549	31913	32942	YDL148C	YBR247C	NOP14	ENP1	UTP2	MEG1|L000003200|L000001059	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q99207	-	NP_010133	P38333	-	NP_009806	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189957	851407	855591	31913	35695	YDL148C	YNL132W	NOP14	KRE33	UTP2	RRA1	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q99207	-	NP_010133	P53914	-	NP_014267	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189958	851407	855408	31913	35531	YDL148C	YNL308C	NOP14	KRI1	UTP2	S000007481	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q99207	-	NP_010133	P42846	-	NP_014091	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189959	851407	852206	31913	32629	YDL148C	YBL072C	NOP14	RPS8A	UTP2	ribosomal 40S subunit protein S8A|S8e|rp19|YS9|S8A|S14A|L000001752|L000001753	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q99207	-	NP_010133	P0CX40|P0CX39	-	NP_009481	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189960	851407	856095	31913	36165	YDL148C	YPL012W	NOP14	RRP12	UTP2	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q99207	-	NP_010133	Q12754	-	NP_015313	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189961	851407	852282	31913	32698	YDL148C	YBL004W	NOP14	UTP20	UTP2	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q99207	-	NP_010133	P35194	-	NP_009551	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189962	851313	855158	31832	35305	YDL213C	YMR128W	NOP6	ECM16	-	DHR1|L000003891	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q07623	-	NP_010068	Q04217	-	NP_013847	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189963	851313	854385	31832	34605	YDL213C	YOR210W	NOP6	RPB10	-	DNA-directed RNA polymerase core subunit RPB10|ABC10-beta|L000001684	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q07623	-	NP_010068	P22139	-	NP_014853	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189964	851313	851589	31832	32075	YDL213C	YDR025W	NOP6	RPS11A	-	ribosomal 40S subunit protein S11A|S17|rp41A|YS12|S18A|S11A|L000001757	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q07623	-	NP_010068	P0CX47|P0CX48	-	NP_010308	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189965	851313	852206	31832	32629	YDL213C	YBL072C	NOP6	RPS8A	-	ribosomal 40S subunit protein S8A|S8e|rp19|YS9|S8A|S14A|L000001752|L000001753	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q07623	-	NP_010068	P0CX40|P0CX39	-	NP_009481	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189966	855591	852549	35695	32942	YNL132W	YBR247C	KRE33	ENP1	RRA1	MEG1|L000003200|L000001059	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P53914	-	NP_014267	P38333	-	NP_009806	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189967	855591	851589	35695	32075	YNL132W	YDR025W	KRE33	RPS11A	RRA1	ribosomal 40S subunit protein S11A|S17|rp41A|YS12|S18A|S11A|L000001757	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P53914	-	NP_014267	P0CX47|P0CX48	-	NP_010308	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189968	855408	852549	35531	32942	YNL308C	YBR247C	KRI1	ENP1	S000007481	MEG1|L000003200|L000001059	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	P38333	-	NP_009806	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189969	855408	850346	35531	30970	YNL308C	YCL011C	KRI1	GBP2	S000007481	RLF6|L000002609|L000003049	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	P25555	-	NP_009916	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189970	855408	855591	35531	35695	YNL308C	YNL132W	KRI1	KRE33	S000007481	RRA1	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	P53914	-	NP_014267	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189971	855408	850298	35531	30927	YNL308C	YCL059C	KRI1	KRR1	S000007481	L000004098	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	P25586	-	NP_009872	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189972	855408	851407	35531	31913	YNL308C	YDL148C	KRI1	NOP14	S000007481	UTP2	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	Q99207	-	NP_010133	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189973	855408	851589	35531	32075	YNL308C	YDR025W	KRI1	RPS11A	S000007481	ribosomal 40S subunit protein S11A|S17|rp41A|YS12|S18A|S11A|L000001757	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	P0CX47|P0CX48	-	NP_010308	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189974	855408	856371	35531	36408	YNL308C	YHL015W	KRI1	RPS20	S000007481	URP2|ribosomal 40S subunit protein S20|S10|L000002442	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	P38701	-	NP_011848	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189975	855408	853610	35531	33901	YNL308C	YJR145C	KRI1	RPS4A	S000007481	ribosomal 40S subunit protein S4A|S4e|rp5|YS6|S7A|S4A|L000001751	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	P0CX36|P0CX35	-	NP_012679	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189976	855408	852206	35531	32629	YNL308C	YBL072C	KRI1	RPS8A	S000007481	ribosomal 40S subunit protein S8A|S8e|rp19|YS9|S8A|S14A|L000001752|L000001753	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	P0CX40|P0CX39	-	NP_009481	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189977	855408	856095	35531	36165	YNL308C	YPL012W	KRI1	RRP12	S000007481	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	P42846	-	NP_014091	Q12754	-	NP_015313	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189978	854152	852206	34394	32629	YOL010W	YBL072C	RCL1	RPS8A	-	ribosomal 40S subunit protein S8A|S8e|rp19|YS9|S8A|S14A|L000001752|L000001753	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08096	-	NP_014633	P0CX40|P0CX39	-	NP_009481	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189979	856095	854984	36165	35145	YPL012W	YML024W	RRP12	RPS17A	-	RP51A|RPL51A|ribosomal 40S subunit protein S17A|S17e|S17A|L000001740|L000004479|L000001669	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12754	-	NP_015313	P02407	-	NP_013688	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189980	856095	853610	36165	33901	YPL012W	YJR145C	RRP12	RPS4A	-	ribosomal 40S subunit protein S4A|S4e|rp5|YS6|S7A|S4A|L000001751	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12754	-	NP_015313	P0CX36|P0CX35	-	NP_012679	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189981	856095	852206	36165	32629	YPL012W	YBL072C	RRP12	RPS8A	-	ribosomal 40S subunit protein S8A|S8e|rp19|YS9|S8A|S14A|L000001752|L000001753	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12754	-	NP_015313	P0CX40|P0CX39	-	NP_009481	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189982	856267	855591	36313	35695	YPR144C	YNL132W	NOC4	KRE33	UTP19	RRA1	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q06512	-	NP_015470	P53914	-	NP_014267	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189983	856267	856095	36313	36165	YPR144C	YPL012W	NOC4	RRP12	UTP19	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q06512	-	NP_015470	Q12754	-	NP_015313	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
189984	856267	852282	36313	32698	YPR144C	YBL004W	NOC4	UTP20	UTP19	-	Affinity Capture-MS	physical	Gavin AC (2006)	PUBMED:16429126	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q06512	-	NP_015470	P35194	-	NP_009551	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
